referencia,ano,mes,regiao,estado,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2002-11,2002,11,SUDESTE,SAO PAULO,1.9461,1.55,2.5,,,,1.1666,0.889,1.76,1.2383,0.9,1.399,,,,26.0235,18.0,34.0,0.8283,0.679,0.989
2002-11,2002,11,NORDESTE,SERGIPE,1.8756,1.67,2.039,,,,1.348,1.07,1.506,1.2285,1.04,1.29,,,,27.5062,24.5,30.0,0.951,0.84,0.988
2002-11,2002,11,NORTE,TOCANTINS,2.0643,1.83,2.3,,,,1.4227,1.19,1.6,1.3107,1.08,1.41,,,,28.8262,25.0,32.0,,,
2002-12,2002,12,NORTE,ACRE,2.2806,2.15,2.95,,,,1.6298,1.58,1.87,1.6017,1.45,1.94,,,,33.0305,30.0,44.0,,,
2002-12,2002,12,NORDESTE,ALAGOAS,2.0524,1.969,2.274,,,,1.3145,1.14,1.51,1.3371,1.2,1.56,,,,28.0139,26.0,30.0,0.9025,0.898,0.989
2002-12,2002,12,NORTE,AMAPA,2.1437,1.9,2.59,,,,1.5683,1.5,1.7,1.5041,1.34,1.72,,,,30.817,27.0,33.0,,,
2002-12,2002,12,NORTE,AMAZONAS,1.9079,1.649,2.27,,,,1.4314,1.24,1.64,1.4072,1.2,1.64,,,,27.7464,25.0,33.0,,,
2002-12,2002,12,NORDESTE,BAHIA,2.1567,1.821,2.63,,,,1.4954,1.05,1.839,1.4076,1.17,1.79,,,,28.9233,23.0,35.0,0.8992,0.899,0.911
2002-12,2002,12,NORDESTE,CEARA,1.9867,1.819,2.45,,,,1.3952,1.134,1.7,1.4951,1.289,1.77,,,,28.6839,24.0,35.0,0.9523,0.949,0.959
2002-12,2002,12,CENTRO OESTE,DISTRITO FEDERAL,2.0116,1.699,2.21,,,,1.6428,1.37,1.759,1.3815,1.23,1.56,,,,31.6648,28.0,35.0,,,
2002-12,2002,12,SUDESTE,ESPIRITO SANTO,2.0301,1.77,2.31,,,,1.3374,1.1,1.58,1.4089,1.18,1.63,,,,27.9956,23.0,36.0,0.9434,0.93,0.969
2002-12,2002,12,CENTRO OESTE,GOIAS,1.9428,1.71,2.42,,,,1.3881,1.05,1.84,1.3999,1.2,1.699,,,,27.4955,23.0,34.0,,,
2002-12,2002,12,NORDESTE,MARANHAO,2.039,1.74,2.49,,,,1.4571,1.21,1.76,1.3344,1.138,1.59,,,,29.682,25.5,35.5,,,
2002-12,2002,12,CENTRO OESTE,MATO GROSSO,2.2198,1.94,2.64,,,,1.5026,1.319,1.8,1.5868,1.37,1.85,,,,36.0197,31.0,44.0,,,
2002-12,2002,12,CENTRO OESTE,MATO GROSSO DO SUL,2.0216,1.849,2.299,,,,1.3636,1.099,1.55,1.4798,1.29,1.723,,,,30.0246,24.0,37.4,,,
2002-12,2002,12,SUDESTE,MINAS GERAIS,1.9441,1.699,2.55,,,,1.3478,1.11,1.7,1.405,1.18,1.75,,,,27.2993,21.5,34.0,0.9512,0.89,0.999
2002-12,2002,12,NORTE,PARA,2.1262,1.89,2.74,,,,1.5888,1.1,1.97,1.3857,1.15,1.8,,,,29.4459,23.0,36.0,,,
2002-12,2002,12,NORDESTE,PARAIBA,2.0492,1.85,2.379,,,,1.2927,1.09,1.42,1.3454,1.18,1.669,,,,26.0146,21.0,32.0,0.9641,0.964,0.965
2002-12,2002,12,SUL,PARANA,1.9881,1.748,2.357,,,,1.2368,0.979,1.5,1.3866,1.159,1.634,,,,27.1775,19.9,33.0,1.0545,1.039,1.059
2002-12,2002,12,NORDESTE,PERNAMBUCO,1.9906,1.59,2.39,,,,1.2645,0.96,1.64,1.3436,1.17,1.55,,,,27.4582,22.0,34.0,0.9959,0.96,0.999
2002-12,2002,12,NORDESTE,PIAUI,1.9777,1.9,2.19,,,,1.4674,1.35,1.76,1.3686,1.2,1.6,,,,28.9206,25.0,33.0,,,
2002-12,2002,12,SUDESTE,RIO DE JANEIRO,1.9881,1.71,2.56,,,,1.3606,1.043,1.76,1.3345,1.05,1.66,,,,25.0374,20.0,30.0,0.9525,0.89,0.99
2002-12,2002,12,NORDESTE,RIO GRANDE DO NORTE,1.9614,1.8,2.4,,,,1.41,1.1,1.59,1.3782,1.199,1.58,,,,28.2654,24.0,34.0,0.949,0.949,0.949
2002-12,2002,12,SUL,RIO GRANDE DO SUL,2.1532,1.749,2.585,,,,1.5353,1.168,1.91,1.4587,1.25,1.769,,,,29.3578,21.0,37.0,1.0475,0.998,1.06
2002-12,2002,12,NORTE,RONDONIA,2.3028,2.029,2.66,,,,1.5603,1.34,1.8,1.5194,1.3,1.78,,,,29.0104,26.0,38.0,,,
2002-12,2002,12,NORTE,RORAIMA,1.8883,1.67,2.29,,,,1.608,1.58,1.62,1.4526,1.28,1.62,,,,30.5158,28.5,43.0,,,
2002-12,2002,12,SUL,SANTA CATARINA,2.1291,1.89,2.42,,,,1.4183,1.239,1.65,1.4156,1.22,1.61,,,,29.4612,23.5,35.9,1.0456,1.04,1.048
2002-12,2002,12,SUDESTE,SAO PAULO,1.9487,1.659,2.44,,,,1.1656,0.799,1.669,1.3659,0.999,1.779,,,,27.5956,20.0,36.0,0.8861,0.769,0.999
2002-12,2002,12,NORDESTE,SERGIPE,1.9367,1.809,2.21,,,,1.3625,1.27,1.58,1.3583,1.24,1.58,,,,28.4184,23.0,31.0,0.9657,0.939,0.983
2002-12,2002,12,NORTE,TOCANTINS,2.0977,1.76,2.43,,,,1.4914,1.359,1.77,1.447,1.299,1.67,,,,31.2694,25.0,33.0,,,
2003-01,2003,01,NORTE,ACRE,2.4336,2.135,2.95,,,,1.6303,1.58,1.92,1.7439,1.68,1.94,,,,34.9782,32.0,45.0,,,
2003-01,2003,01,NORDESTE,ALAGOAS,2.2425,2.0,2.5,,,,1.3251,1.19,1.62,1.4999,1.43,1.63,,,,29.5438,24.0,31.0,1.018,1.018,1.018
2003-01,2003,01,NORTE,AMAPA,2.2984,2.2,2.46,,,,1.634,1.55,1.7,1.6652,1.5,1.74,,,,32.56,27.0,35.5,,,
2003-01,2003,01,NORTE,AMAZONAS,2.1672,1.9,2.5,,,,1.4961,1.34,1.65,1.5464,1.41,1.75,,,,29.2882,28.0,33.0,,,
2003-01,2003,01,NORDESTE,BAHIA,2.3173,2.03,2.62,,,,1.5005,1.21,1.839,1.6367,1.42,1.89,,,,30.1212,24.0,34.0,1.0207,0.899,1.029
2003-01,2003,01,NORDESTE,CEARA,2.1652,1.99,2.48,,,,1.4181,1.116,1.66,1.6619,1.52,1.77,,,,29.9371,23.0,35.5,1.1,1.1,1.1
2003-01,2003,01,CENTRO OESTE,DISTRITO FEDERAL,2.1699,1.95,2.259,,,,1.6378,1.39,1.78,1.5427,1.38,1.741,,,,34.397,28.0,35.4,,,
2003-01,2003,01,SUDESTE,ESPIRITO SANTO,2.2196,1.99,2.39,,,,1.3641,1.116,1.62,1.5559,1.39,1.644,,,,29.1786,23.0,36.0,1.0687,1.06,1.07
2003-01,2003,01,CENTRO OESTE,GOIAS,2.1112,1.88,2.5,,,,1.483,1.21,1.82,1.5391,1.39,1.71,,,,29.1625,23.1,38.0,,,
2003-01,2003,01,NORDESTE,MARANHAO,2.1976,1.99,2.52,,,,1.5073,1.27,1.77,1.4664,1.34,1.59,,,,30.7241,24.0,34.0,,,
2003-01,2003,01,CENTRO OESTE,MATO GROSSO,2.38,2.19,2.64,,,,1.6272,1.3,1.76,1.7364,1.56,1.85,,,,37.6226,30.0,45.0,,,
2003-01,2003,01,CENTRO OESTE,MATO GROSSO DO SUL,2.1642,1.99,2.3,,,,1.42,1.179,1.589,1.6087,1.38,1.719,,,,31.411,26.0,40.0,,,
2003-01,2003,01,SUDESTE,MINAS GERAIS,2.0936,1.869,2.55,,,,1.4072,1.1,1.72,1.5422,1.26,1.799,,,,28.4305,22.0,35.0,1.0237,0.899,1.099
2003-01,2003,01,NORTE,PARA,2.2799,1.95,2.74,,,,1.6412,1.39,1.97,1.5213,1.29,1.8,,,,29.3186,24.0,36.0,,,
2003-01,2003,01,NORDESTE,PARAIBA,2.217,1.77,2.58,,,,1.3282,1.18,1.59,1.4979,1.35,1.599,,,,29.0315,25.0,36.0,1.12,1.12,1.12
2003-01,2003,01,SUL,PARANA,2.1587,1.89,2.5,,,,1.3,1.099,1.639,1.5096,1.34,1.66,,,,27.7254,19.0,35.0,1.0948,1.05,1.159
2003-01,2003,01,NORDESTE,PERNAMBUCO,2.1482,1.79,2.571,,,,1.2816,0.98,1.62,1.4622,1.26,1.62,,,,28.0898,21.0,34.0,1.1582,0.996,1.189
2003-01,2003,01,NORDESTE,PIAUI,2.175,2.019,2.31,,,,1.5123,1.37,1.69,1.5262,1.43,1.64,,,,29.9116,25.0,35.0,,,
2003-01,2003,01,SUDESTE,RIO DE JANEIRO,2.1406,1.849,2.6,,,,1.42,1.03,1.849,1.4608,1.2,1.7,,,,26.0645,20.5,32.0,1.0571,0.89,1.149
2003-01,2003,01,NORDESTE,RIO GRANDE DO NORTE,2.1476,1.914,2.4,,,,1.4078,1.13,1.56,1.5208,1.378,1.66,,,,28.3147,22.0,32.0,1.0536,0.949,1.099
2003-01,2003,01,SUL,RIO GRANDE DO SUL,2.3498,2.09,2.59,,,,1.6484,1.35,1.984,1.5998,1.399,1.7,,,,31.0353,23.0,38.99,1.1914,1.05,1.199
2003-01,2003,01,NORTE,RONDONIA,2.4644,2.16,2.6,,,,1.6072,1.39,1.8,1.6567,1.47,1.77,,,,30.74,28.35,38.0,,,
2003-01,2003,01,NORTE,RORAIMA,2.0273,1.82,2.29,,,,1.6094,1.6,1.62,1.5729,1.5,1.69,,,,31.8893,31.0,34.9,,,
2003-01,2003,01,SUL,SANTA CATARINA,2.3038,1.899,2.61,,,,1.5006,1.25,1.792,1.5466,1.32,1.74,,,,30.9737,23.0,37.0,1.1312,1.046,1.17
2003-01,2003,01,SUDESTE,SAO PAULO,2.094,1.699,2.55,,,,1.2725,0.939,1.699,1.4901,1.28,1.73,,,,28.9805,22.99,36.0,0.9301,0.799,1.149
2003-01,2003,01,NORDESTE,SERGIPE,2.1092,2.03,2.243,,,,1.4004,1.27,1.55,1.4736,1.4,1.559,,,,30.5392,29.0,36.1,1.1601,1.118,1.18
2003-01,2003,01,NORTE,TOCANTINS,2.2617,1.97,2.38,,,,1.5444,1.38,1.71,1.5673,1.449,1.67,,,,32.6337,26.0,37.5,,,
2003-02,2003,02,NORTE,ACRE,2.5481,2.36,2.95,,,,1.812,1.6,1.99,1.7683,1.71,1.94,,,,35.5109,34.0,45.0,,,
2003-02,2003,02,NORDESTE,ALAGOAS,2.284,2.18,2.399,,,,1.4147,1.25,1.75,1.5093,1.37,1.63,,,,30.4754,23.0,31.0,1.0192,1.018,1.038
2003-02,2003,02,NORTE,AMAPA,2.3742,2.25,2.55,,,,1.7364,1.569,2.19,1.7167,1.6,1.799,,,,34.9,33.0,35.0,,,
2003-02,2003,02,NORTE,AMAZONAS,2.1606,1.98,2.58,,,,1.6816,1.4,2.0,1.5649,1.44,1.75,,,,29.322,27.8,33.0,,,
2003-02,2003,02,NORDESTE,BAHIA,2.294,1.9,2.639,,,,1.6885,1.21,2.3,1.6146,1.44,1.79,,,,28.2525,22.0,35.5,1.029,1.029,1.029
2003-02,2003,02,NORDESTE,CEARA,2.2253,1.999,2.55,,,,1.5987,1.27,2.182,1.6563,1.49,1.79,,,,29.1139,20.0,34.0,1.1,1.1,1.1
2003-02,2003,02,CENTRO OESTE,DISTRITO FEDERAL,2.2714,2.0,2.349,,,,1.7079,1.39,1.919,1.5822,1.49,1.695,,,,34.3588,30.0,35.5,,,
2003-02,2003,02,SUDESTE,ESPIRITO SANTO,2.3201,2.05,2.56,,,,1.6778,1.259,2.03,1.5741,1.45,1.7,,,,28.6888,22.99,39.0,1.069,1.069,1.069
2003-02,2003,02,CENTRO OESTE,GOIAS,2.247,2.07,2.621,,,,1.6699,1.35,1.94,1.577,1.45,1.799,,,,28.0979,22.5,36.0,,,
2003-02,2003,02,NORDESTE,MARANHAO,2.2473,2.04,2.57,,,,1.7084,1.27,2.26,1.4761,1.35,1.6,,,,30.483,23.3,34.0,,,
2003-02,2003,02,CENTRO OESTE,MATO GROSSO,2.3875,2.2,2.69,,,,1.734,1.49,1.86,1.7496,1.64,1.86,,,,37.3214,29.9,48.9,,,
2003-02,2003,02,CENTRO OESTE,MATO GROSSO DO SUL,2.266,2.1,2.409,,,,1.6412,1.366,1.88,1.6336,1.529,1.79,,,,30.8087,25.0,40.0,,,
2003-02,2003,02,SUDESTE,MINAS GERAIS,2.1705,1.89,2.58,,,,1.607,1.32,1.947,1.5589,1.39,1.779,,,,28.2117,21.99,36.0,1.03,0.911,1.099
2003-02,2003,02,NORTE,PARA,2.3328,2.049,2.74,,,,1.8789,1.45,2.49,1.5391,1.36,1.72,,,,30.0871,25.0,36.0,,,
2003-02,2003,02,NORDESTE,PARAIBA,2.2963,2.08,2.49,,,,1.4788,1.2,1.89,1.5175,1.38,1.64,,,,28.0193,23.0,32.0,1.12,1.12,1.12
2003-02,2003,02,SUL,PARANA,2.2601,1.999,2.6,,,,1.4994,1.239,1.795,1.5088,1.37,1.67,,,,26.8775,17.8,39.0,1.1569,1.15,1.159
2003-02,2003,02,NORDESTE,PERNAMBUCO,2.1315,1.739,2.48,,,,1.4305,1.15,2.0,1.4775,1.34,1.7,,,,26.4465,18.5,34.0,1.1546,1.14,1.182
2003-02,2003,02,NORDESTE,PIAUI,2.2806,2.17,2.526,,,,1.7195,1.48,2.08,1.5479,1.45,1.679,,,,27.6913,22.0,32.0,,,
2003-02,2003,02,SUDESTE,RIO DE JANEIRO,2.2387,1.889,2.59,,,,1.6287,1.21,2.079,1.4925,1.33,1.699,,,,26.1338,22.0,30.0,1.069,1.039,1.119
2003-02,2003,02,NORDESTE,RIO GRANDE DO NORTE,2.2888,1.97,2.4,,,,1.62,1.2,2.014,1.5502,1.42,1.68,,,,27.9906,22.0,32.0,1.0678,1.063,1.069
2003-02,2003,02,SUL,RIO GRANDE DO SUL,2.4401,2.15,2.685,,,,1.8429,1.459,2.28,1.6022,1.38,1.71,,,,30.8422,24.0,38.99,1.3207,1.199,1.399
2003-02,2003,02,NORTE,RONDONIA,2.5284,2.131,2.7,,,,1.8385,1.49,2.1,1.6537,1.45,1.77,,,,30.8745,29.7,38.0,,,
2003-02,2003,02,NORTE,RORAIMA,2.1196,1.82,2.41,,,,1.8267,1.6,1.85,1.6797,1.58,1.79,,,,32.8596,31.0,36.0,,,
2003-02,2003,02,SUL,SANTA CATARINA,2.3637,2.134,2.639,,,,1.6792,1.359,1.879,1.5578,1.45,1.79,,,,30.8621,20.0,36.9,1.226,1.17,1.239
2003-02,2003,02,SUDESTE,SAO PAULO,2.1361,1.79,2.6,,,,1.4407,1.099,1.939,1.4937,1.32,1.799,,,,28.7246,21.0,36.0,1.0326,0.849,1.149
2003-02,2003,02,NORDESTE,SERGIPE,2.1529,2.08,2.343,,,,1.5496,1.33,1.95,1.4904,1.4,1.559,,,,30.986,29.0,32.0,1.1556,1.118,1.169
2003-02,2003,02,NORTE,TOCANTINS,2.3095,2.07,2.48,,,,1.7,1.54,1.98,1.5878,1.395,1.69,,,,32.7164,28.0,34.5,,,
2003-03,2003,03,NORTE,ACRE,2.5633,2.48,2.95,,,,1.9328,1.8,2.22,1.772,1.73,1.94,,,,35.5692,30.0,46.0,,,
2003-03,2003,03,NORDESTE,ALAGOAS,2.3123,2.18,2.42,,,,1.5601,1.25,1.83,1.5096,1.43,1.63,,,,30.6027,27.0,32.0,1.018,1.018,1.018
2003-03,2003,03,NORTE,AMAPA,2.4188,2.11,2.55,,,,2.0467,1.19,2.2,1.7019,1.62,1.9,,,,34.825,33.0,35.0,,,
2003-03,2003,03,NORTE,AMAZONAS,2.1103,1.93,2.58,,,,1.8012,1.56,2.0,1.5664,1.42,1.75,,,,29.3778,28.0,35.0,,,
2003-03,2003,03,NORDESTE,BAHIA,2.2682,1.98,2.558,,,,1.773,1.39,2.3,1.5777,1.42,1.79,,,,27.6876,21.0,34.0,1.029,1.029,1.029
2003-03,2003,03,NORDESTE,CEARA,2.2043,1.97,2.51,,,,1.6809,1.47,2.09,1.6521,1.49,1.79,,,,28.0072,20.0,33.0,1.1,1.1,1.1
2003-03,2003,03,CENTRO OESTE,DISTRITO FEDERAL,2.3221,2.133,2.354,,,,1.7311,1.53,1.844,1.5877,1.5,1.609,,,,34.0273,28.0,35.0,,,
2003-03,2003,03,SUDESTE,ESPIRITO SANTO,2.2943,2.07,2.5,,,,1.6645,1.399,2.03,1.5706,1.4,1.66,,,,28.3409,22.9,34.9,1.0686,1.059,1.069
2003-03,2003,03,CENTRO OESTE,GOIAS,2.2016,1.92,2.621,,,,1.6659,1.47,1.94,1.5783,1.45,1.89,,,,28.7537,23.0,36.0,,,
2003-03,2003,03,NORDESTE,MARANHAO,2.2454,2.04,2.53,,,,1.8547,1.456,2.27,1.4709,1.346,1.6,,,,30.2197,26.0,34.0,,,
2003-03,2003,03,CENTRO OESTE,MATO GROSSO,2.4493,2.18,2.69,,,,1.7678,1.64,1.86,1.7467,1.59,1.86,,,,37.0848,30.0,48.9,,,
2003-03,2003,03,CENTRO OESTE,MATO GROSSO DO SUL,2.2551,2.009,2.419,,,,1.6716,1.49,1.88,1.6361,1.529,1.74,,,,30.5583,25.9,42.5,,,
2003-03,2003,03,SUDESTE,MINAS GERAIS,2.1635,1.89,2.49,,,,1.6318,1.37,1.99,1.5565,1.4,1.8,,,,28.0833,21.99,35.0,1.0145,0.917,1.099
2003-03,2003,03,NORTE,PARA,2.3301,2.05,2.782,,,,2.0401,1.49,2.6,1.5426,1.38,1.72,,,,30.2808,24.0,35.0,,,
2003-03,2003,03,NORDESTE,PARAIBA,2.2731,2.09,2.49,,,,1.5761,1.35,1.79,1.515,1.38,1.64,,,,27.8384,22.0,32.0,1.12,1.12,1.12
2003-03,2003,03,SUL,PARANA,2.2116,1.93,2.59,,,,1.4803,1.202,1.75,1.5038,1.37,1.61,,,,27.5573,19.0,35.0,1.1568,1.15,1.159
2003-03,2003,03,NORDESTE,PERNAMBUCO,2.2124,1.879,2.499,,,,1.5344,1.24,1.99,1.4762,1.37,1.59,,,,26.4896,20.0,34.0,1.1472,1.04,1.189
2003-03,2003,03,NORDESTE,PIAUI,2.3177,2.24,2.4,,,,1.9298,1.65,2.08,1.5428,1.44,1.67,,,,29.4665,25.0,32.0,,,
2003-03,2003,03,SUDESTE,RIO DE JANEIRO,2.2659,1.97,2.59,,,,1.6681,1.239,2.079,1.4981,1.329,1.699,,,,26.5742,22.99,34.0,1.076,1.039,1.119
2003-03,2003,03,NORDESTE,RIO GRANDE DO NORTE,2.2423,2.08,2.4,,,,1.7732,1.3,2.0,1.5322,1.399,1.649,,,,28.1797,24.0,32.0,1.0681,1.063,1.069
2003-03,2003,03,SUL,RIO GRANDE DO SUL,2.4081,2.19,2.64,,,,1.831,1.35,2.28,1.6,1.37,1.75,,,,30.6972,24.0,39.0,1.3265,1.299,1.399
2003-03,2003,03,NORTE,RONDONIA,2.5161,2.12,2.69,,,,1.8837,1.67,2.1,1.6525,1.45,1.77,,,,31.0061,29.7,38.0,,,
2003-03,2003,03,NORTE,RORAIMA,2.115,1.9,2.41,,,,1.9282,1.67,2.05,1.6799,1.58,1.79,,,,32.8569,32.5,34.9,,,
2003-03,2003,03,SUL,SANTA CATARINA,2.3644,2.13,2.61,,,,1.7144,1.294,2.0,1.5601,1.42,1.74,,,,30.8992,25.0,36.9,1.239,1.239,1.239
2003-03,2003,03,SUDESTE,SAO PAULO,2.1233,1.79,2.56,,,,1.4183,1.13,1.89,1.4906,1.299,1.799,,,,28.4755,22.99,36.0,1.0267,0.876,1.149
2003-03,2003,03,NORDESTE,SERGIPE,2.1781,2.12,2.41,,,,1.6644,1.49,1.9,1.4869,1.39,1.559,,,,31.2336,29.0,36.0,1.1562,1.118,1.169
2003-03,2003,03,NORTE,TOCANTINS,2.3082,2.07,2.43,,,,1.7623,1.599,1.99,1.5929,1.41,1.69,,,,31.5259,26.0,34.0,,,
2003-04,2003,04,NORTE,ACRE,2.5552,2.148,2.95,,,,1.916,1.84,2.222,1.7696,1.7,1.94,,,,35.4726,30.0,45.0,,,
2003-04,2003,04,NORDESTE,ALAGOAS,2.3085,2.18,2.41,,,,1.5874,1.3,1.8,1.5081,1.36,1.63,,,,31.2776,27.0,32.0,1.0195,1.018,1.048
2003-04,2003,04,NORTE,AMAPA,2.4262,2.11,2.55,,,,2.1399,1.66,2.35,1.7011,1.62,1.79,,,,34.76,32.0,35.0,,,
2003-04,2003,04,NORTE,AMAZONAS,2.0761,1.85,2.58,,,,1.8125,1.69,2.0,1.5616,1.42,1.75,,,,29.3668,28.0,33.0,,,
2003-04,2003,04,NORDESTE,BAHIA,2.2539,1.98,2.558,,,,1.7763,1.32,2.3,1.5606,1.4,1.78,,,,29.1329,24.0,34.0,1.029,1.029,1.029
2003-04,2003,04,NORDESTE,CEARA,2.1926,1.945,2.59,,,,1.6943,1.45,2.09,1.6474,1.49,1.79,,,,29.6672,24.0,35.0,1.1,1.1,1.1
2003-04,2003,04,CENTRO OESTE,DISTRITO FEDERAL,2.3414,2.2,2.389,,,,1.7741,1.49,1.9,1.5881,1.51,1.599,,,,33.9858,29.0,35.0,,,
2003-04,2003,04,SUDESTE,ESPIRITO SANTO,2.2469,2.04,2.49,,,,1.6392,1.169,1.95,1.5589,1.38,1.66,,,,28.3537,22.9,35.9,1.069,1.069,1.069
2003-04,2003,04,CENTRO OESTE,GOIAS,2.1543,1.87,2.46,,,,1.6317,1.41,1.99,1.5698,1.45,1.71,,,,29.5939,25.9,36.0,,,
2003-04,2003,04,NORDESTE,MARANHAO,2.2102,1.9,2.53,,,,1.8894,1.456,2.1,1.4678,1.33,1.639,,,,31.6271,27.0,33.0,,,
2003-04,2003,04,CENTRO OESTE,MATO GROSSO,2.4677,2.35,2.69,,,,1.7689,1.64,1.96,1.7423,1.47,1.86,,,,37.7047,32.0,48.9,,,
2003-04,2003,04,CENTRO OESTE,MATO GROSSO DO SUL,2.2351,2.049,2.419,,,,1.6625,1.39,1.85,1.6315,1.495,1.76,,,,32.2963,27.0,39.0,,,
2003-04,2003,04,SUDESTE,MINAS GERAIS,2.1446,1.91,2.59,,,,1.6107,1.38,1.99,1.5498,1.397,1.8,,,,28.5902,24.0,35.0,1.0092,0.936,1.099
2003-04,2003,04,NORTE,PARA,2.2986,2.029,2.73,,,,2.082,1.4,2.6,1.5368,1.36,1.75,,,,30.5665,28.0,37.0,,,
2003-04,2003,04,NORDESTE,PARAIBA,2.2263,1.9,2.49,,,,1.583,1.35,1.776,1.4848,1.36,1.62,,,,30.5463,27.0,32.5,1.12,1.12,1.12
2003-04,2003,04,SUL,PARANA,2.1954,1.94,2.49,,,,1.448,1.25,1.91,1.4949,1.35,1.653,,,,29.3877,24.0,35.0,1.1567,1.15,1.159
2003-04,2003,04,NORDESTE,PERNAMBUCO,2.1135,1.72,2.47,,,,1.5422,1.19,1.99,1.4656,1.35,1.63,,,,27.8273,24.0,34.0,1.1525,1.148,1.448
2003-04,2003,04,NORDESTE,PIAUI,2.3172,2.0,2.4,,,,1.9198,1.7,2.08,1.5408,1.429,1.679,,,,31.1943,28.0,33.0,,,
2003-04,2003,04,SUDESTE,RIO DE JANEIRO,2.2684,1.98,2.59,,,,1.6446,1.179,2.079,1.4917,1.25,1.78,,,,26.8672,23.0,34.0,1.0753,1.02,1.119
2003-04,2003,04,NORDESTE,RIO GRANDE DO NORTE,2.1759,1.98,2.5,,,,1.7797,1.45,2.0,1.5056,1.38,1.649,,,,29.9616,26.0,34.0,1.0678,1.063,1.069
2003-04,2003,04,SUL,RIO GRANDE DO SUL,2.4022,2.109,2.64,,,,1.8115,1.35,2.28,1.5958,1.459,1.75,,,,31.1035,24.0,38.99,1.3309,1.299,1.399
2003-04,2003,04,NORTE,RONDONIA,2.4628,2.14,2.69,,,,1.8651,1.68,2.16,1.6413,1.45,1.77,,,,30.8096,29.0,38.05,,,
2003-04,2003,04,NORTE,RORAIMA,2.1098,1.9,2.41,,,,1.9827,1.85,2.05,1.6789,1.58,1.79,,,,32.8576,32.0,39.4,,,
2003-04,2003,04,SUL,SANTA CATARINA,2.3382,2.05,2.61,,,,1.6983,1.439,1.874,1.5556,1.39,1.75,,,,31.082,26.0,36.4,1.239,1.239,1.239
2003-04,2003,04,SUDESTE,SAO PAULO,2.1034,1.82,2.49,,,,1.3647,1.087,1.89,1.4865,1.299,1.799,,,,29.2833,24.0,37.0,1.0167,0.876,1.199
2003-04,2003,04,NORDESTE,SERGIPE,2.1599,2.09,2.386,,,,1.672,1.55,1.9,1.4838,1.4,1.559,,,,31.0819,29.0,32.0,1.1562,1.118,1.169
2003-04,2003,04,NORTE,TOCANTINS,2.3495,2.08,2.51,,,,1.7917,1.65,1.98,1.5864,1.42,1.71,,,,32.9156,30.0,39.0,,,
2003-05,2003,05,NORTE,ACRE,2.4789,2.4,2.85,,,,1.9041,1.85,2.22,1.6877,1.63,1.9,,,,35.4852,34.0,45.0,,,
2003-05,2003,05,NORDESTE,ALAGOAS,2.2343,2.15,2.359,,,,1.5923,1.35,1.78,1.4521,1.32,1.54,,,,29.9042,26.0,32.0,1.018,1.018,1.018
2003-05,2003,05,NORTE,AMAPA,2.3302,2.28,2.46,,,,2.2014,1.97,2.35,1.5903,1.51,1.72,,,,34.2,31.0,35.0,,,
2003-05,2003,05,NORTE,AMAZONAS,2.0165,1.79,2.5,,,,1.7972,1.69,1.99,1.5303,1.38,1.75,,,,29.4335,28.36,33.0,,,
2003-05,2003,05,NORDESTE,BAHIA,2.1537,1.95,2.51,,,,1.766,1.389,2.3,1.4544,1.3,1.78,,,,28.993,25.0,34.0,1.029,1.029,1.029
2003-05,2003,05,NORDESTE,CEARA,2.1035,1.88,2.5,,,,1.7038,1.48,2.09,1.5584,1.4,1.69,,,,30.3504,27.0,36.0,1.1,1.1,1.1
2003-05,2003,05,CENTRO OESTE,DISTRITO FEDERAL,2.1854,2.03,2.35,,,,1.6109,1.39,1.799,1.4936,1.45,1.59,,,,33.8612,28.0,37.5,,,
2003-05,2003,05,SUDESTE,ESPIRITO SANTO,2.1168,1.939,2.5,,,,1.5609,1.28,1.9,1.4806,1.38,1.72,,,,29.0225,24.0,34.9,1.069,1.069,1.069
2003-05,2003,05,CENTRO OESTE,GOIAS,2.1282,1.959,2.339,,,,1.5598,1.34,1.89,1.5196,1.38,1.69,,,,29.4133,25.9,35.0,,,
2003-05,2003,05,NORDESTE,MARANHAO,2.1522,1.85,2.5,,,,1.8858,1.65,2.1,1.4138,1.23,1.6,,,,31.7762,29.0,33.0,,,
2003-05,2003,05,CENTRO OESTE,MATO GROSSO,2.3856,2.29,2.64,,,,1.6756,1.38,1.89,1.6638,1.55,1.77,,,,37.88,32.0,48.9,,,
