referencia,ano,mes,regiao,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2004-02,2004,02,NORTE,2.1372,1.689,2.85,,,,1.6452,1.18,2.4,1.4895,1.29,1.9,,,,31.1664,26.0,46.0,,,
2004-02,2004,02,SUDESTE,1.9469,1.61,2.699,,,,1.051,0.559,2.09,1.3712,1.229,1.699,,,,28.2573,23.0,37.0,1.0482,0.85,1.15
2004-02,2004,02,SUL,2.0899,1.78,2.395,,,,1.2688,0.85,1.75,1.3991,1.239,1.63,,,,30.0394,24.0,38.0,1.2089,1.189,1.319
2004-03,2004,03,CENTRO OESTE,2.0397,1.71,2.49,,,,1.2205,0.8,1.69,1.4667,1.28,1.74,,,,30.5051,25.0,48.9,1.079,1.079,1.079
2004-03,2004,03,NORDESTE,2.0305,1.559,2.57,,,,1.3216,0.89,2.0,1.379,1.199,1.69,,,,30.033,25.0,35.0,1.1279,1.03,1.184
2004-03,2004,03,NORTE,2.1286,1.649,2.85,,,,1.6049,0.999,2.4,1.4865,1.29,1.9,,,,31.1628,27.0,46.0,,,
2004-03,2004,03,SUDESTE,1.9254,1.56,2.699,,,,0.9166,0.499,2.09,1.3684,1.229,1.699,,,,28.5749,22.9,37.0,1.05,0.85,1.18
2004-03,2004,03,SUL,2.056,1.719,2.35,,,,1.1277,0.699,1.75,1.3958,1.239,1.56,,,,30.1696,24.5,37.99,1.2035,1.168,1.319
2004-04,2004,04,CENTRO OESTE,2.0291,1.679,2.49,,,,1.1653,0.75,1.68,1.4652,1.31,1.72,,,,31.3224,26.0,48.9,1.094,1.079,1.099
2004-04,2004,04,NORDESTE,2.0344,1.69,2.43,,,,1.2959,0.99,2.0,1.3757,1.199,1.69,,,,31.9388,27.0,38.0,1.1305,1.045,1.184
2004-04,2004,04,NORTE,2.135,1.63,2.85,,,,1.5362,1.05,2.4,1.4848,1.29,1.9,,,,31.2924,28.0,45.0,,,
2004-04,2004,04,SUDESTE,1.9117,1.56,2.59,,,,0.9082,0.559,1.84,1.3657,1.134,1.69,,,,29.1428,23.0,37.0,1.0463,0.799,1.18
2004-04,2004,04,SUL,2.0433,1.719,2.5,,,,1.0818,0.697,1.72,1.3927,1.239,1.59,,,,30.3452,24.9,37.99,1.1966,1.168,1.288
2004-05,2004,05,CENTRO OESTE,2.135,1.84,2.65,,,,1.282,0.87,1.76,1.505,1.3,1.79,,,,33.771,25.9,48.9,1.099,1.099,1.099
2004-05,2004,05,NORDESTE,2.042,1.65,2.4,,,,1.366,0.989,2.05,1.368,1.18,1.69,,,,32.953,26.0,39.0,1.131,1.054,1.184
2004-05,2004,05,NORTE,2.208,1.75,2.85,,,,1.593,1.05,2.4,1.548,1.19,1.9,,,,34.251,25.6,45.0,,,
2004-05,2004,05,SUDESTE,1.985,1.529,2.599,,,,1.064,0.59,1.89,1.38,1.199,1.699,,,,29.296,22.99,37.0,1.096,0.84,1.189
2004-05,2004,05,SUL,2.058,1.72,2.5,,,,1.141,0.73,1.71,1.397,1.219,1.6,,,,30.735,24.0,38.0,1.195,1.149,1.288
2004-06,2004,06,CENTRO OESTE,2.192,1.73,2.74,,,,1.348,0.91,1.77,1.553,1.27,1.99,,,,34.05,25.9,46.0,1.099,1.09,1.099
2004-06,2004,06,NORDESTE,2.111,1.7,2.61,,,,1.411,0.989,2.05,1.419,1.188,1.8,,,,32.694,25.0,39.0,1.133,1.035,1.184
2004-06,2004,06,NORTE,2.276,1.79,2.89,,,,1.655,1.099,2.4,1.602,1.19,1.93,,,,34.181,25.0,45.0,,,
2004-06,2004,06,SUDESTE,2.06,1.56,2.599,,,,1.134,0.669,1.875,1.43,1.15,1.899,,,,29.308,22.99,37.0,1.114,0.85,1.199
2004-06,2004,06,SUL,2.147,1.789,2.6,,,,1.248,0.78,1.71,1.466,1.239,1.74,,,,30.947,24.0,39.0,1.195,1.119,1.288
2004-07,2004,07,CENTRO OESTE,2.225,1.78,2.74,,,,1.352,0.9,1.86,1.605,1.37,1.92,,,,33.988,24.9,46.0,1.133,1.099,1.159
2004-07,2004,07,NORDESTE,2.163,1.799,2.62,,,,1.454,1.08,2.05,1.472,1.3,1.8,,,,32.287,24.0,40.0,1.166,0.959,1.399
2004-07,2004,07,NORTE,2.332,1.89,3.0,,,,1.689,1.149,2.4,1.658,1.3,2.05,,,,34.246,25.0,45.0,,,
2004-07,2004,07,SUDESTE,2.107,1.59,2.599,,,,1.157,0.699,1.875,1.48,1.288,1.899,,,,29.34,22.99,38.0,1.112,0.88,1.199
2004-07,2004,07,SUL,2.188,1.84,2.6,,,,1.255,0.83,1.71,1.521,1.32,1.74,,,,31.267,25.9,39.0,1.196,1.168,1.288
2004-08,2004,08,CENTRO OESTE,2.282,1.9,2.78,,,,1.489,0.9,1.87,1.613,1.39,1.92,,,,33.93,24.9,45.0,1.144,1.139,1.159
2004-08,2004,08,NORDESTE,2.173,1.81,2.5,,,,1.521,1.12,2.05,1.461,1.299,1.76,,,,32.186,23.0,38.7,1.147,0.998,1.399
2004-08,2004,08,NORTE,2.352,1.94,3.0,,,,1.702,1.22,2.32,1.663,1.3,2.05,,,,34.203,25.0,45.0,,,
2004-08,2004,08,SUDESTE,2.114,1.69,2.599,,,,1.247,0.69,1.875,1.481,1.29,1.899,,,,29.254,22.99,37.0,1.113,0.88,1.199
2004-08,2004,08,SUL,2.211,1.85,2.6,,,,1.349,0.86,1.849,1.522,1.335,1.74,,,,31.301,25.0,39.0,1.196,1.168,1.288
2004-09,2004,09,CENTRO OESTE,2.291,1.849,2.78,,,,1.522,0.95,1.92,1.615,1.4,1.92,,,,33.834,24.9,46.0,1.14,1.129,1.159
2004-09,2004,09,NORDESTE,2.173,1.82,2.49,,,,1.552,1.05,2.05,1.458,1.309,1.76,,,,31.826,24.0,39.0,1.15,0.999,1.399
2004-09,2004,09,NORTE,2.366,1.98,3.0,,,,1.725,1.3,2.25,1.667,1.35,2.05,,,,34.176,25.0,45.0,,,
2004-09,2004,09,SUDESTE,2.126,1.69,2.599,,,,1.262,0.81,1.875,1.482,1.29,1.899,,,,29.104,22.9,37.0,1.118,0.92,1.29
2004-09,2004,09,SUL,2.205,1.92,2.55,,,,1.372,0.9,1.849,1.52,1.349,1.74,,,,31.209,24.9,39.9,1.196,1.16,1.288
2004-10,2004,10,CENTRO OESTE,2.316,1.89,2.87,,,,1.558,0.95,1.93,1.65,1.39,1.99,,,,33.854,24.98,46.0,1.138,1.129,1.139
2004-10,2004,10,NORDESTE,2.2,1.81,2.75,,,,1.565,1.19,2.05,1.485,1.309,1.799,,,,31.901,25.0,39.0,1.151,0.95,1.399
2004-10,2004,10,NORTE,2.386,1.98,3.1,,,,1.751,1.3,2.484,1.694,1.35,2.15,,,,34.161,26.0,45.0,,,
2004-10,2004,10,SUDESTE,2.163,1.69,2.69,,,,1.331,0.869,1.875,1.513,1.29,1.821,,,,29.053,22.9,37.0,1.117,0.899,1.29
2004-10,2004,10,SUL,2.243,1.91,2.659,,,,1.465,1.02,1.95,1.557,1.35,1.85,,,,31.143,24.5,38.0,1.196,1.168,1.288
2004-11,2004,11,CENTRO OESTE,2.315,1.99,3.05,,,,1.65,1.2,2.12,1.722,1.45,2.15,,,,31.997,24.98,45.0,1.139,1.139,1.139
2004-11,2004,11,NORDESTE,2.255,1.899,2.689,,,,1.603,1.19,2.32,1.524,1.339,1.88,,,,31.402,26.0,38.0,1.158,0.99,1.399
2004-11,2004,11,NORTE,2.379,2.05,3.1,,,,1.748,1.32,2.372,1.664,1.44,2.15,,,,31.326,26.0,45.0,,,
2004-11,2004,11,SUDESTE,2.141,1.709,2.749,,,,1.332,0.99,1.965,1.553,1.37,1.92,,,,29.086,22.99,37.0,1.08,0.899,1.29
2004-11,2004,11,SUL,2.278,1.98,2.74,,,,1.577,1.189,2.15,1.61,1.399,1.99,,,,30.939,25.0,38.99,1.175,1.119,1.288
2004-12,2004,12,CENTRO OESTE,2.407,2.099,2.99,,,,1.698,1.38,2.05,1.83,1.52,2.13,,,,31.956,25.9,44.0,1.167,1.139,1.169
2004-12,2004,12,NORDESTE,2.361,1.959,2.699,,,,1.71,1.25,2.32,1.636,1.45,1.98,,,,30.942,23.0,38.0,1.163,0.99,1.399
2004-12,2004,12,NORTE,2.478,2.22,3.1,,,,1.853,1.449,2.372,1.762,1.49,2.15,,,,31.588,26.0,45.0,,,
2004-12,2004,12,SUDESTE,2.222,1.849,2.749,,,,1.355,1.05,1.965,1.647,1.429,1.975,,,,29.296,23.99,37.0,1.085,0.909,1.29
2004-12,2004,12,SUL,2.374,1.99,2.74,,,,1.6,1.25,2.15,1.709,1.45,2.0,,,,31.143,25.0,40.0,1.175,1.168,1.288
2005-01,2005,01,CENTRO OESTE,2.396,2.05,2.99,,,,1.663,1.38,2.05,1.817,1.549,2.13,,,,31.852,24.98,44.0,1.169,1.169,1.169
2005-01,2005,01,NORDESTE,2.349,1.96,2.699,,,,1.71,1.28,2.32,1.637,1.49,1.899,,,,30.601,22.0,38.0,1.153,0.829,1.399
2005-01,2005,01,NORTE,2.469,2.14,3.22,,,,1.857,1.54,2.372,1.759,1.49,2.37,,,,31.65,26.0,45.0,,,
2005-01,2005,01,SUDESTE,2.221,1.87,2.749,,,,1.34,0.979,1.965,1.647,1.46,1.976,,,,29.233,23.99,39.9,1.087,0.899,1.34
2005-01,2005,01,SUL,2.359,1.979,2.74,,,,1.574,1.18,2.19,1.707,1.5,1.99,,,,31.127,25.0,40.0,1.238,1.189,1.288
2005-02,2005,02,CENTRO OESTE,2.401,2.05,3.0,,,,1.669,1.28,2.05,1.806,1.54,2.139,,,,31.879,24.98,44.0,1.169,1.169,1.169
2005-02,2005,02,NORDESTE,2.311,2.029,2.65,,,,1.702,1.25,2.18,1.634,1.49,1.899,,,,30.411,23.5,38.0,1.124,0.97,1.399
2005-02,2005,02,NORTE,2.466,2.14,3.22,,,,1.853,1.6,2.372,1.757,1.49,2.37,,,,31.67,26.0,44.0,,,
2005-02,2005,02,SUDESTE,2.217,1.92,2.749,,,,1.327,0.99,1.965,1.647,1.399,1.976,,,,29.105,22.0,37.0,1.088,0.899,1.34
2005-02,2005,02,SUL,2.34,1.957,2.74,,,,1.555,1.19,2.17,1.704,1.5,1.99,,,,31.026,25.0,40.0,1.244,1.188,1.39
2005-03,2005,03,CENTRO OESTE,2.388,2.03,3.0,,,,1.645,1.29,2.05,1.802,1.55,2.13,,,,32.121,25.0,44.0,1.167,1.129,1.169
2005-03,2005,03,NORDESTE,2.325,1.98,2.69,,,,1.689,1.33,2.18,1.63,1.42,1.899,,,,30.616,22.9,38.0,1.117,0.95,1.399
2005-03,2005,03,NORTE,2.466,2.06,3.22,,,,1.849,1.6,2.372,1.744,1.46,2.37,,,,31.671,26.0,45.0,,,
2005-03,2005,03,SUDESTE,2.218,1.94,2.749,,,,1.322,0.99,1.965,1.646,1.129,1.929,,,,29.12,22.0,37.0,1.088,0.799,1.49
2005-03,2005,03,SUL,2.361,1.999,2.76,,,,1.565,1.19,2.145,1.701,1.479,1.949,,,,30.942,25.0,40.0,1.246,1.123,1.288
2005-04,2005,04,CENTRO OESTE,2.392,1.929,2.97,,,,1.649,1.36,2.05,1.798,1.52,2.2,,,,31.877,25.9,44.0,1.169,1.169,1.169
2005-04,2005,04,NORDESTE,2.323,1.99,2.68,,,,1.684,1.35,2.187,1.627,1.489,1.899,,,,30.617,25.0,38.0,1.159,0.95,1.399
2005-04,2005,04,NORTE,2.465,2.17,3.2,,,,1.845,1.55,2.372,1.739,1.49,2.35,,,,31.581,26.0,45.0,,,
2005-04,2005,04,SUDESTE,2.217,1.929,2.749,,,,1.319,0.999,1.97,1.65,1.46,1.94,,,,29.041,21.99,37.0,1.081,0.699,1.34
2005-04,2005,04,SUL,2.419,2.09,2.85,,,,1.604,1.129,2.19,1.699,1.529,1.99,,,,31.045,23.9,40.0,1.319,1.197,1.375
2005-05,2005,05,CENTRO OESTE,2.354,1.87,2.979,,,,1.619,1.1,2.05,1.802,1.539,2.17,,,,31.923,25.0,44.0,1.249,1.249,1.249
2005-05,2005,05,NORDESTE,2.327,1.95,2.65,,,,1.682,1.159,2.09,1.645,1.48,1.99,,,,30.411,24.0,38.0,1.17,1.1,1.399
2005-05,2005,05,NORTE,2.465,2.14,3.2,,,,1.841,1.49,2.385,1.763,1.49,2.35,,,,31.656,24.0,45.0,,,
2005-05,2005,05,SUDESTE,2.202,1.845,2.749,,,,1.218,0.76,1.965,1.66,1.46,1.94,,,,28.996,21.99,37.0,1.082,0.659,1.35
2005-05,2005,05,SUL,2.386,1.93,2.817,,,,1.495,0.97,2.16,1.717,1.499,1.99,,,,30.889,23.9,40.0,1.32,1.207,1.375
2005-06,2005,06,CENTRO OESTE,2.336,1.94,2.97,,,,1.5,1.01,2.05,1.801,1.52,2.17,,,,31.674,25.0,44.0,1.249,1.249,1.249
2005-06,2005,06,NORDESTE,2.316,1.99,2.65,,,,1.663,1.159,2.09,1.647,1.45,1.96,,,,30.586,25.0,38.0,1.2,1.129,1.399
2005-06,2005,06,NORTE,2.458,2.09,3.2,,,,1.821,1.38,2.385,1.782,1.55,2.35,,,,31.607,24.0,45.0,,,
2005-06,2005,06,SUDESTE,2.175,1.698,2.749,,,,1.09,0.759,1.9,1.66,1.46,1.929,,,,29.04,22.0,38.0,1.108,0.869,1.38
2005-06,2005,06,SUL,2.35,1.839,2.815,,,,1.33,0.88,2.12,1.718,1.53,1.949,,,,30.848,24.5,40.0,1.298,1.129,1.55
2005-07,2005,07,CENTRO OESTE,2.362,2.09,2.96,,,,1.495,1.029,2.08,1.8,1.52,2.17,,,,31.562,25.98,45.0,1.249,1.249,1.249
2005-07,2005,07,NORDESTE,2.32,1.939,2.699,,,,1.652,1.199,2.09,1.646,1.46,1.96,,,,30.642,24.0,36.0,1.215,1.134,1.399
2005-07,2005,07,NORTE,2.452,2.09,3.2,,,,1.796,1.37,2.385,1.781,1.55,2.35,,,,31.593,24.0,46.0,,,
2005-07,2005,07,SUDESTE,2.18,1.89,2.749,,,,1.146,0.82,1.999,1.66,1.479,1.929,,,,29.005,22.0,37.0,1.11,0.899,1.49
2005-07,2005,07,SUL,2.381,1.88,2.815,,,,1.385,0.889,2.089,1.716,1.53,1.929,,,,30.87,24.99,40.0,1.279,1.21,1.599
2005-08,2005,08,CENTRO OESTE,2.381,1.99,2.96,,,,1.492,1.03,2.05,1.8,1.53,2.17,,,,31.609,24.98,45.0,1.249,1.249,1.249
2005-08,2005,08,NORDESTE,2.318,1.97,2.699,,,,1.656,1.42,2.09,1.645,1.5,1.94,,,,30.469,23.0,36.0,1.219,0.99,1.62
2005-08,2005,08,NORTE,2.45,2.13,3.2,,,,1.784,1.43,2.385,1.781,1.3,2.35,,,,31.558,25.0,46.0,1.219,1.219,1.219
2005-08,2005,08,SUDESTE,2.186,1.899,2.76,,,,1.163,0.799,1.999,1.66,1.32,1.99,,,,29.005,21.99,38.0,1.1,0.779,1.69
2005-08,2005,08,SUL,2.385,1.889,2.799,,,,1.403,1.03,2.299,1.715,1.355,1.99,,,,30.78,24.99,40.0,1.279,1.21,1.699
2005-09,2005,09,CENTRO OESTE,2.451,1.99,3.34,,,,1.491,1.06,2.11,1.938,1.46,2.39,,,,31.996,26.0,45.0,1.318,1.309,1.59
2005-09,2005,09,NORDESTE,2.476,2.019,2.89,,,,1.673,1.15,2.1,1.795,1.44,2.1,,,,30.539,23.0,36.0,1.291,1.05,1.899
2005-09,2005,09,NORTE,2.575,2.15,3.6,,,,1.765,1.43,2.399,1.9,1.474,2.5,,,,31.152,26.0,46.0,1.399,1.399,1.399
2005-09,2005,09,SUDESTE,2.315,1.89,2.879,,,,1.208,0.87,1.999,1.791,1.48,2.11,,,,28.924,22.0,38.0,1.15,0.94,1.89
2005-09,2005,09,SUL,2.518,1.999,2.999,,,,1.441,1.06,2.09,1.852,1.54,2.22,,,,30.964,24.8,40.2,1.378,1.21,1.89
2005-10,2005,10,CENTRO OESTE,2.528,2.07,3.34,,,,1.578,1.14,2.05,1.985,1.699,2.39,,,,32.142,26.0,45.0,1.319,1.319,1.369
2005-10,2005,10,NORDESTE,2.513,2.09,2.99,,,,1.676,1.36,2.2,1.847,1.34,2.79,,,,30.864,23.0,37.0,1.297,1.219,1.45
2005-10,2005,10,NORTE,2.649,2.36,3.3,,,,1.822,1.38,2.372,1.979,1.7,2.75,,,,31.61,25.0,44.0,1.399,1.399,1.399
2005-10,2005,10,SUDESTE,2.39,1.979,3.37,,,,1.341,0.949,1.98,1.849,1.599,2.21,,,,29.07,21.99,39.0,1.147,0.949,1.43
2005-10,2005,10,SUL,2.589,2.18,2.999,,,,1.602,1.137,2.204,1.902,1.67,2.179,,,,30.659,22.2,38.0,1.328,1.27,1.375
2005-11,2005,11,CENTRO OESTE,2.568,2.219,3.15,,,,1.625,1.29,2.06,1.988,1.709,2.38,,,,32.277,26.0,43.0,1.318,1.311,1.369
2005-11,2005,11,NORDESTE,2.53,2.18,2.895,,,,1.673,1.39,2.2,1.848,1.7,2.13,,,,30.79,23.0,38.0,1.336,1.254,1.49
2005-11,2005,11,NORTE,2.701,2.36,3.3,,,,1.899,1.299,2.41,2.005,1.7,2.63,,,,31.975,25.0,44.0,1.399,1.399,1.399
2005-11,2005,11,SUDESTE,2.39,1.87,2.96,,,,1.357,1.09,1.9,1.851,1.599,2.15,,,,29.082,23.0,39.0,1.153,0.949,1.48
2005-11,2005,11,SUL,2.587,2.19,2.999,,,,1.611,1.19,2.29,1.898,1.69,2.139,,,,31.693,24.9,40.0,1.368,1.27,1.484
2005-12,2005,12,CENTRO OESTE,2.603,2.25,3.19,,,,1.702,1.339,2.17,1.991,1.709,2.39,,,,32.396,26.0,45.0,1.319,1.319,1.369
2005-12,2005,12,NORDESTE,2.516,2.18,2.889,,,,1.67,1.399,2.2,1.847,1.699,2.119,,,,31.156,23.0,36.0,1.347,0.99,1.49
2005-12,2005,12,NORTE,2.683,2.29,3.3,,,,1.922,1.59,2.55,2.007,1.72,2.6,,,,32.112,25.0,45.0,1.399,1.399,1.399
2005-12,2005,12,SUDESTE,2.4,2.04,2.96,,,,1.449,1.089,2.195,1.85,1.65,2.16,,,,29.206,22.0,38.5,1.156,0.949,1.59
2005-12,2005,12,SUL,2.582,2.179,2.992,,,,1.713,1.339,2.49,1.899,1.687,2.299,,,,32.37,25.9,40.0,1.368,1.285,1.77
2006-01,2006,01,CENTRO OESTE,2.639,2.21,3.19,,,,1.855,1.37,2.4,1.99,1.68,2.38,,,,32.453,28.0,45.0,1.319,1.319,1.399
2006-01,2006,01,NORDESTE,2.546,2.14,2.98,,,,1.769,1.42,2.29,1.848,1.699,2.199,,,,31.504,26.0,38.0,1.309,0.988,1.59
2006-01,2006,01,NORTE,2.667,2.36,3.5,,,,2.019,1.59,2.62,2.009,1.72,2.65,,,,32.216,25.0,45.0,1.399,1.399,1.399
2006-01,2006,01,SUDESTE,2.438,2.08,2.98,,,,1.605,1.149,2.399,1.852,1.63,2.295,,,,29.454,23.0,38.5,1.156,0.94,1.59
2006-01,2006,01,SUL,2.585,2.239,2.999,,,,1.898,1.45,2.56,1.901,1.679,2.159,,,,32.658,26.9,40.0,1.395,1.289,1.564
2006-02,2006,02,CENTRO OESTE,2.659,2.239,3.16,,,,1.938,1.53,2.4,1.989,1.69,2.38,,,,32.703,28.0,43.0,1.489,1.458,1.489
2006-02,2006,02,NORDESTE,2.603,2.27,2.94,,,,1.821,1.47,2.3,1.851,1.69,2.119,,,,31.767,27.0,38.0,1.337,0.989,1.59
2006-02,2006,02,NORTE,2.662,2.35,3.3,,,,2.1,1.79,2.65,2.01,1.74,2.65,,,,32.217,25.0,45.0,1.399,1.399,1.399
2006-02,2006,02,SUDESTE,2.441,2.07,2.999,,,,1.643,1.29,2.399,1.85,1.61,2.295,,,,29.6,23.99,38.0,1.177,0.949,1.68
2006-02,2006,02,SUL,2.59,2.23,2.998,,,,1.916,1.45,2.599,1.899,1.679,2.155,,,,32.895,25.0,40.0,1.416,1.32,1.568
2006-03,2006,03,CENTRO OESTE,2.659,2.289,3.5,,,,2.195,1.66,2.59,1.99,1.68,2.409,,,,33.41,28.0,43.0,1.489,1.489,1.489
2006-03,2006,03,NORDESTE,2.672,2.29,2.999,,,,1.918,1.55,2.49,1.854,1.71,2.109,,,,32.244,27.0,38.0,1.355,1.099,1.59
2006-03,2006,03,NORTE,2.689,2.38,3.44,,,,2.25,1.89,2.8,2.006,1.74,2.64,,,,32.397,25.5,45.0,1.399,1.399,1.399
2006-03,2006,03,SUDESTE,2.52,2.12,3.04,,,,1.87,1.399,2.599,1.851,1.64,2.169,,,,29.773,24.0,38.0,1.193,0.929,1.68
2006-03,2006,03,SUL,2.652,2.25,3.02,,,,2.131,1.45,2.91,1.899,1.679,2.698,,,,32.902,26.9,40.0,1.416,1.32,1.59
2006-04,2006,04,CENTRO OESTE,2.711,2.319,3.26,,,,2.283,1.98,2.59,1.991,1.67,2.38,,,,33.757,28.0,45.0,1.493,1.489,1.499
2006-04,2006,04,NORDESTE,2.684,2.275,3.02,,,,2.007,1.65,2.95,1.858,1.7,2.2,,,,32.512,27.0,38.0,1.358,1.284,1.59
2006-04,2006,04,NORTE,2.711,2.338,3.3,,,,2.359,1.89,3.15,2.005,1.74,2.59,,,,32.619,27.0,45.0,1.399,1.399,1.399
2006-04,2006,04,SUDESTE,2.521,2.155,3.04,,,,1.843,1.29,2.879,1.849,1.64,2.169,,,,30.281,24.0,38.0,1.205,0.899,1.67
2006-04,2006,04,SUL,2.653,2.185,3.04,,,,2.116,1.56,2.89,1.897,1.699,2.155,,,,32.885,26.9,40.0,1.414,1.239,1.79
2006-05,2006,05,CENTRO OESTE,2.673,2.19,3.26,,,,1.969,1.29,2.59,1.989,1.67,2.38,,,,33.925,28.0,44.0,1.567,1.489,1.599
2006-05,2006,05,NORDESTE,2.681,2.25,3.05,,,,2.038,1.69,2.57,1.857,1.71,2.15,,,,32.533,27.0,38.0,1.361,1.2,1.61
2006-05,2006,05,NORTE,2.702,2.3,3.3,,,,2.329,1.813,3.15,2.006,1.735,2.68,,,,32.869,28.0,45.0,1.399,1.399,1.399
2006-05,2006,05,SUDESTE,2.504,2.17,3.05,,,,1.585,1.089,2.6,1.846,1.589,2.199,,,,30.968,24.0,38.0,1.205,0.799,1.69
2006-05,2006,05,SUL,2.651,1.87,3.04,,,,1.901,1.25,2.89,1.893,1.63,2.159,,,,33.035,27.0,40.0,1.416,1.32,1.79
2006-06,2006,06,CENTRO OESTE,2.557,2.189,3.26,,,,1.753,1.3,2.58,1.984,1.67,2.439,,,,34.037,28.0,44.0,1.569,1.35,1.598
2006-06,2006,06,NORDESTE,2.664,2.249,3.05,,,,2.001,1.74,2.66,1.853,1.7,2.15,,,,32.606,27.0,38.0,1.364,1.248,1.61
2006-06,2006,06,NORTE,2.671,2.25,3.3,,,,2.216,1.73,2.8,2.002,1.735,2.58,,,,33.131,28.0,45.0,1.399,1.399,1.399
2006-06,2006,06,SUDESTE,2.48,2.14,3.05,,,,1.441,1.089,2.55,1.844,1.66,2.199,,,,31.532,25.0,38.0,1.199,0.799,1.69
2006-06,2006,06,SUL,2.601,2.18,3.0,,,,1.689,1.18,2.84,1.89,1.69,2.155,,,,33.415,28.0,40.0,1.486,1.329,1.79
2006-07,2006,07,CENTRO OESTE,2.638,2.19,3.26,,,,1.751,1.27,2.45,1.989,1.68,2.38,,,,34.16,28.0,43.0,1.569,1.35,1.598
2006-07,2006,07,NORDESTE,2.668,2.189,3.05,,,,1.99,1.7,2.58,1.852,1.699,2.109,,,,32.764,25.0,38.0,1.366,0.969,1.61
2006-07,2006,07,NORTE,2.673,2.19,3.5,,,,2.143,1.82,2.8,2.0,1.73,2.58,,,,33.61,28.0,46.0,1.399,1.399,1.399
2006-07,2006,07,SUDESTE,2.485,2.14,3.099,,,,1.468,1.08,2.37,1.843,1.659,2.15,,,,31.882,26.0,38.0,1.176,0.799,1.69
2006-07,2006,07,SUL,2.608,2.149,3.004,,,,1.691,1.19,2.752,1.888,1.69,2.169,,,,33.592,28.0,40.0,1.532,1.357,1.84
2006-08,2006,08,CENTRO OESTE,2.69,2.264,3.26,,,,1.732,1.29,2.42,1.985,1.69,2.38,,,,34.335,28.0,43.0,1.569,1.35,1.599
2006-08,2006,08,NORDESTE,2.668,2.26,3.05,,,,1.996,1.699,2.57,1.853,1.699,2.14,,,,32.868,27.0,38.0,1.373,0.85,1.61
2006-08,2006,08,NORTE,2.666,2.29,3.3,,,,2.111,1.75,3.15,1.996,1.735,2.58,,,,33.702,27.0,46.0,1.399,1.399,1.399
2006-08,2006,08,SUDESTE,2.486,2.15,3.05,,,,1.475,1.06,2.49,1.842,1.679,2.15,,,,32.031,26.0,38.5,1.213,0.899,1.69
2006-08,2006,08,SUL,2.592,2.089,3.004,,,,1.697,1.24,2.8,1.889,1.698,2.159,,,,33.692,28.0,40.0,1.548,1.399,1.84
2006-09,2006,09,CENTRO OESTE,2.682,2.39,3.26,,,,1.69,1.26,2.42,1.984,1.71,2.38,,,,34.775,29.0,45.0,1.46,1.35,1.599
2006-09,2006,09,NORDESTE,2.685,2.22,3.05,,,,1.98,1.49,2.57,1.853,1.7,2.12,,,,32.987,27.0,38.5,1.391,1.199,1.61
2006-09,2006,09,NORTE,2.665,2.22,3.3,,,,2.092,1.19,2.8,1.994,1.74,2.58,,,,33.768,27.0,46.0,1.399,1.399,1.399
2006-09,2006,09,SUDESTE,2.48,2.149,3.05,,,,1.409,0.979,2.35,1.84,1.63,2.199,,,,32.191,26.0,40.0,1.213,1.039,1.75
2006-09,2006,09,SUL,2.574,2.099,3.0,,,,1.632,1.175,2.599,1.887,1.689,2.185,,,,33.803,28.0,40.0,1.547,1.428,1.84
2006-10,2006,10,CENTRO OESTE,2.615,2.218,3.26,,,,1.633,1.17,2.1,1.983,1.71,2.38,,,,35.192,28.0,45.0,1.564,1.35,1.599
2006-10,2006,10,NORDESTE,2.673,2.2,2.99,,,,1.881,1.45,2.49,1.85,1.69,2.25,,,,32.964,28.0,38.5,1.392,1.177,1.65
2006-10,2006,10,NORTE,2.645,2.25,3.5,,,,2.057,1.699,2.8,1.99,1.74,2.58,,,,33.742,27.0,46.0,1.399,1.399,1.399
2006-10,2006,10,SUDESTE,2.471,2.15,3.05,,,,1.355,0.979,2.31,1.84,1.66,2.199,,,,32.255,26.0,39.0,1.214,0.999,1.75
2006-10,2006,10,SUL,2.611,2.149,2.99,,,,1.617,1.15,2.599,1.885,1.69,2.159,,,,33.819,29.0,40.0,1.547,1.429,1.84
2006-11,2006,11,CENTRO OESTE,2.676,2.26,3.26,,,,1.68,1.179,2.05,1.985,1.71,2.38,,,,35.277,29.0,45.0,1.569,1.49,1.599
2006-11,2006,11,NORDESTE,2.633,2.2,2.99,,,,1.782,1.37,2.49,1.849,1.69,2.109,,,,32.913,28.0,38.5,1.376,0.95,1.65
